feature,mean_importance
irradiat,-0.004622993469238268
breast-quad,-0.0012573615047667187
breast,6.0239169332709784e-05
inv-nodes,0.001885899636480537
menopause,0.0051836889982223465
node-caps,0.01183433492978414
tumor-size,0.01297360638777414
age,0.013065106471379618
deg-malig,0.030014107624689767
