feature,mean_importance
breast-quad,-0.004820427349593692
irradiat,0.003573331541446434
inv-nodes,0.0038046781904809146
menopause,0.008595809888399208
breast,0.010560775632254216
tumor-size,0.010988526211528193
age,0.01871918829378525
node-caps,0.026061813300426985
deg-malig,0.04175860594223344
