feature,mean_importance
breast-quad,-0.00699541809219627
breast,-0.005920268419933405
menopause,-0.0020465815537811017
irradiat,0.0007025892077619389
age,0.01095232924740055
tumor-size,0.018064590695150005
deg-malig,0.023073784406217678
inv-nodes,0.04655891151112097
node-caps,0.0527007551979668
