feature,mean_importance
menopause,-0.03885565524670773
age,-0.02046998822682695
irradiat,-0.004584151463786856
breast-quad,-0.004232005031258357
node-caps,0.0031424005259037325
breast,0.0060122180007506024
tumor-size,0.009374602800313436
inv-nodes,0.025931248717839184
deg-malig,0.04752329687221759
