feature,mean_importance
menopause,-0.02154632330306696
age,-0.010194396689766095
breast-quad,-0.001137431713563064
tumor-size,-4.929346593176565e-05
irradiat,0.0018316935145397339
node-caps,0.008705247381768344
inv-nodes,0.00973063161652441
breast,0.011554653359871669
deg-malig,0.02509718105329537
