feature,mean_importance
tumor-size,-0.05980499504142458
node-caps,-0.024093416471948247
inv-nodes,-0.019271218745504103
menopause,-0.017159190762060562
breast-quad,-0.01072332905869684
breast,-0.010408379130142698
age,-0.00947933793209894
irradiat,-0.00377411819115252
deg-malig,0.05852630868016671
