feature,mean_importance
age,-0.018758776481059815
node-caps,-0.004413343450111429
breast,-0.0009904558464504665
tumor-size,0.0016160900850212489
menopause,0.017485200161629154
irradiat,0.01878477021709808
inv-nodes,0.0234881909477473
breast-quad,0.02465744579940434
deg-malig,0.05806961222641247
