feature,mean_importance
breast-quad,-0.005531224683843728
irradiat,-0.0016883004552490366
breast,0.001616903077003884
age,0.005528265548255673
menopause,0.006598705135388361
node-caps,0.011233181813567316
inv-nodes,0.013425826217318781
tumor-size,0.04284217006011311
deg-malig,0.04789563768821461
