feature,mean_importance
tumor-size,-0.007101347394611479
irradiat,-0.0031482923290003352
breast,-0.0010496499745741516
breast-quad,-0.0009697757337403745
age,0.0
node-caps,0.0
menopause,0.0013539376466171315
inv-nodes,0.0014428346701290673
deg-malig,0.022703129700992464
