feature,mean_importance
menopause,-0.008675793655540654
tumor-size,-0.005176361131927254
breast-quad,-0.0022518509755964145
irradiat,0.0004484554347784275
age,0.006463714753803973
breast,0.006922266146411027
node-caps,0.014724397108606646
inv-nodes,0.03673668801784515
deg-malig,0.05340285926409387
