feature,weight
intercept,-1.1005360055868874
age,-0.13133233400922806
menopause,-0.0014254248226261907
tumor-size,0.33091137254558534
inv-nodes,0.5676749818737937
node-caps,0.013096680250100705
deg-malig,0.41126511859718023
breast,-0.19325585223607278
breast-quad,0.14314310780093728
irradiat,0.18130859224402468
random_feature,-0.054985462710177846
