feature,weight
intercept,-1.0991287669562746
age,-0.2296873222357854
menopause,-0.07533590032324138
tumor-size,0.2130230388572064
inv-nodes,0.17087193787725705
node-caps,0.26664298879098586
deg-malig,0.556041064323593
breast,0.029359777285175616
breast-quad,-0.11144907159427943
irradiat,0.052321915754058416
random_feature,0.21929733045597075
