feature,mean_importance
menopause,-0.03973519609568543
age,-0.02068999219177665
irradiat,-0.004386698857498028
breast-quad,-0.0041009558353093615
node-caps,0.0026829851499898137
breast,0.00618086017526247
tumor-size,0.009042517570889719
random_feature,0.012045251371587828
inv-nodes,0.024575045405925054
deg-malig,0.047903774294494036
