feature,mean_importance
menopause,-0.01719314355373608
tumor-size,-0.0004480885803313961
node-caps,0.004194287061194036
breast,0.005904390024433159
irradiat,0.00773863636068135
random_feature,0.01159100208984346
breast-quad,0.011947177217040205
inv-nodes,0.030397092771881684
age,0.031139683498863712
deg-malig,0.04821869478253895
