feature,mean_importance
inv-nodes,-0.02838149917104389
tumor-size,-0.02209006169330143
irradiat,-0.01716755295503829
breast-quad,-0.007584788469141857
node-caps,-0.00010911060962679465
menopause,-6.484560309054644e-05
breast,0.0023796626568774347
random_feature,0.004241480691998456
age,0.009903639652345664
deg-malig,0.015038286532606282
