feature,weight
intercept,-1.0681447419462726
age,-0.2501525787448216
menopause,-0.17354133626183998
tumor-size,0.24981369731825426
inv-nodes,0.3525592566155928
node-caps,0.15220054559963106
deg-malig,0.3542236440936934
breast,-0.14032938148819818
breast-quad,0.17961290429953686
irradiat,0.08161471086123243
random_feature,0.36720023464926094
