feature,mean_importance
breast-quad,-0.004378482850054844
random_feature,0.0024711111748881185
menopause,0.0027707948325783162
age,0.005142812031194666
node-caps,0.005330716108821187
breast,0.006945524437526318
irradiat,0.007287121472439662
tumor-size,0.012178495621525065
inv-nodes,0.02390973364340008
deg-malig,0.046660954827157576
