feature,weight
intercept,-1.0842991717107293
age,-0.05805840109832272
menopause,0.09356736126263757
tumor-size,0.2306756062417423
inv-nodes,0.2926484844243827
node-caps,0.24900948695055183
deg-malig,0.4213024097262144
breast,-0.12695980132574267
breast-quad,0.1601043931215246
irradiat,0.12730986630309293
random_feature,-0.303561049116581
