feature,weight
intercept,-1.0734019399821475
age,-0.16125505758931669
menopause,0.2121542253912978
tumor-size,0.1012148288348544
inv-nodes,0.37405769672608574
node-caps,0.08516027443564948
deg-malig,0.44181950712954055
breast,-0.09871135226034816
breast-quad,0.16872884036176228
irradiat,0.177929133702179
random_feature,0.123595286938798
