feature,mean_importance
inv-nodes,-0.11157199065359613
tumor-size,-0.07152330469003429
age,-0.05446848261163386
breast-quad,-0.03794256072679556
deg-malig,-0.02792369714521028
irradiat,0.011744063381557224
menopause,0.01881475998875337
breast,0.05916603071133279
node-caps,0.061378946229876184
