feature,mean_importance
tumor-size,-0.024950173513439623
inv-nodes,-0.023478722885949165
breast-quad,-0.018883855252520943
irradiat,-0.00668610981168416
node-caps,-0.003455880746205553
random_feature,0.00023655715070607374
breast,0.0019700903407689372
menopause,0.0024008257889460262
age,0.011299955089829061
deg-malig,0.024875710770323578
