feature,mean_importance
random_feature,-0.02859439133033459
breast,-0.001032445366134138
menopause,0.0023832917697618637
irradiat,0.0045046887309616365
breast-quad,0.005089085568782936
tumor-size,0.0054056792516503195
age,0.007573123479594357
node-caps,0.019252791867742425
inv-nodes,0.024488917042519896
deg-malig,0.046397268075086595
