feature,mean_importance
breast-quad,-0.007440183625247898
breast,-0.0023292018426280593
menopause,0.00016861075747063304
irradiat,0.001307882814458905
tumor-size,0.004067518683517468
age,0.006398275052437596
random_feature,0.012657663691104593
deg-malig,0.03185114820994868
inv-nodes,0.045789714619549525
node-caps,0.05034757766857658
