feature,mean_importance
tumor-size,-0.024382420363927838
breast-quad,-0.010581039440907668
inv-nodes,-0.010221595455114429
menopause,-0.0018692337537546066
irradiat,-0.00046884116849843505
node-caps,0.00043782542193193663
breast,0.0011838665239928049
age,0.00669675100043825
deg-malig,0.03099922380488045
