feature,mean_importance
menopause,-0.01408386232523542
age,-0.006425501905157516
breast-quad,-0.003012566197850308
irradiat,-0.0017381479483893792
breast,0.0032691747941926198
tumor-size,0.0041351901757562095
inv-nodes,0.008611302695275413
node-caps,0.009718402182964204
deg-malig,0.046889498106627146
