feature,mean_importance
breast,-0.013012345327899421
breast-quad,0.0005961436311955004
tumor-size,0.002067332079575812
node-caps,0.004893104153548622
age,0.009780055659511044
menopause,0.01863278295820141
irradiat,0.03402773850719898
inv-nodes,0.03656867919207411
deg-malig,0.04549413102476019
