feature,mean_importance
inv-nodes,-0.05459038835150507
irradiat,-0.03741236897601565
breast,-0.03697306829222093
tumor-size,-0.029061182332205737
deg-malig,-0.019583086666544004
breast-quad,-0.012078805504514145
menopause,-0.010542008264614156
node-caps,-0.006824180652883349
age,0.010716130473193308
