feature,mean_importance
menopause,-0.01000153539510007
breast,-0.00876453047161152
irradiat,-0.005911506341027728
breast-quad,-0.004213880889163191
deg-malig,-0.00016254003461113609
inv-nodes,0.0047811844471468135
node-caps,0.007019646854079164
age,0.009670892877691828
tumor-size,0.010059058142064847
