feature,mean_importance
age,-0.018595518756603802
tumor-size,-0.0005927205250530366
breast,0.005826051413883504
irradiat,0.006531848718449451
breast-quad,0.008408176700067415
menopause,0.011062403229225781
inv-nodes,0.0339255247592918
node-caps,0.041330768719287383
deg-malig,0.05146712847389201
