feature,mean_importance
irradiat,-0.007630054950714138
age,-0.0014687008327908036
menopause,0.0
breast,7.499270968966965e-05
inv-nodes,0.0030038801829020078
breast-quad,0.0031815012296040777
deg-malig,0.01158845901489256
tumor-size,0.025463072326448198
node-caps,0.04212995608647663
