feature,mean_importance
menopause,-0.009385626018047299
tumor-size,0.006233216627784399
breast,0.006249441854331827
age,0.006423162539368099
irradiat,0.010163922089597488
inv-nodes,0.018410832402498845
node-caps,0.020301095104735843
breast-quad,0.025419378151064365
deg-malig,0.06519862798892935
