0,0.667266,0.678895
1,0.644459,0.666665
2,0.621603,0.649357
3,0.601341,0.634457
4,0.584926,0.62887
5,0.567002,0.618212
6,0.552887,0.612631
7,0.538378,0.60274
8,0.526703,0.598217
9,0.514311,0.590376
10,0.503796,0.58932
11,0.493198,0.582988
12,0.484233,0.582851
13,0.475102,0.577739
14,0.466428,0.579834
15,0.458889,0.578073
16,0.452138,0.577156
17,0.446004,0.576605
18,0.439407,0.577479
19,0.432741,0.576456
20,0.426864,0.574183
21,0.421107,0.576749
22,0.415029,0.577555
23,0.410687,0.577963
24,0.406438,0.579389
25,0.402803,0.578598
26,0.397793,0.579231
27,0.394066,0.581852
28,0.391118,0.583284
29,0.387815,0.585644
30,0.384801,0.588269
31,0.381028,0.589121
32,0.378477,0.592066
33,0.374627,0.593807
34,0.372393,0.59666
35,0.370333,0.600049
36,0.36741,0.603668
37,0.364139,0.605351
38,0.361164,0.607217
39,0.358237,0.609857
40,0.355815,0.610217
41,0.353272,0.612167
42,0.350623,0.616829
43,0.347922,0.619294
44,0.344668,0.623315
45,0.342399,0.623804
46,0.339426,0.627808
47,0.337354,0.628514
48,0.334984,0.631123
49,0.332871,0.633018
50,0.3301,0.634504
51,0.328336,0.634904
52,0.325593,0.637911
53,0.324062,0.63718
54,0.321727,0.638658
55,0.319634,0.638051
56,0.317908,0.640094
57,0.315973,0.638618
58,0.313907,0.642372
59,0.312478,0.64279
60,0.310479,0.645115
61,0.308639,0.643812
62,0.306706,0.647422
63,0.305696,0.649959
64,0.304218,0.651732
65,0.303233,0.653942
66,0.301478,0.656599
67,0.299245,0.658047
68,0.298094,0.659619
69,0.296913,0.662331
70,0.295751,0.662613
