feature,mean_importance
breast-quad,-0.00424593997650975
menopause,0.0021535725480863466
node-caps,0.0028927079301950486
breast,0.005935710705358787
age,0.006737299013289499
irradiat,0.0070587668460698975
tumor-size,0.012845052509716948
inv-nodes,0.023407689000857122
deg-malig,0.046843283154654955
