feature,weight
intercept,-1.045066631157177
age,-0.2137550667039339
menopause,-0.15496578040220063
tumor-size,0.267902618104987
inv-nodes,0.3492369507775872
node-caps,0.14961431836739106
deg-malig,0.3362331702711734
breast,-0.15508970218029028
breast-quad,0.16785372660570225
irradiat,0.06973262629262603
