feature,mean_importance
age,-0.010664711280246908
menopause,-0.007961205695780803
tumor-size,-0.0022750012727689394
breast,-0.0006505668617841076
breast-quad,3.2773703572286375e-05
irradiat,0.00028180963816613056
node-caps,0.0049259213817549165
inv-nodes,0.008058903086127467
deg-malig,0.028870946339535332
