feature,mean_importance
irradiat,-0.003030410037619613
inv-nodes,-0.001909165666592072
breast-quad,-0.0009806537754939227
tumor-size,0.0
age,0.0005582867225986998
menopause,0.0023638631799109966
breast,0.0027467135917530914
node-caps,0.01308815834324768
deg-malig,0.03209130717919373
