feature,mean_importance
menopause,-0.016803673163909093
irradiat,-0.001131368655922338
age,0.0
breast,0.0
breast-quad,0.0002516606133917687
tumor-size,0.01694096370063425
node-caps,0.01856664639750578
inv-nodes,0.023515742226086413
deg-malig,0.08740208430636423
