feature,weight
intercept,-1.0733909032740512
age,-0.07436300949742904
menopause,0.08231282636040715
tumor-size,0.23366178967428816
inv-nodes,0.3074895423438532
node-caps,0.24858872027173715
deg-malig,0.42634280027104576
breast,-0.12778947979828428
breast-quad,0.15828087160106571
irradiat,0.14095166677953042
