feature,mean_importance
breast-quad,-0.011193637459423745
menopause,-0.0020191260003758595
breast,-0.00011275683103006973
node-caps,0.006320422422475191
age,0.006942636888506337
irradiat,0.007872427854414887
tumor-size,0.011413028524848868
deg-malig,0.022697714100539
inv-nodes,0.03970455922358655
