feature,weight
intercept,-1.082508954809787
age,-0.22068029885458684
menopause,-0.06184510458446434
tumor-size,0.21785025103584169
inv-nodes,0.15803916334966372
node-caps,0.27307946744132305
deg-malig,0.5568557308389088
breast,0.008027694493955094
breast-quad,-0.10425419106755329
irradiat,0.05592450674912579
