feature,weight
intercept,-1.067167606925286
age,-0.16143508734121048
menopause,0.20572258405851648
tumor-size,0.10458415112946068
inv-nodes,0.3782637042827306
node-caps,0.09293141995402553
deg-malig,0.44015933158105475
breast,-0.09512834511442099
breast-quad,0.16153500155497566
irradiat,0.17258309798781019
