feature,mean_importance
breast,-0.009731976882884774
breast-quad,-0.005417002929549386
menopause,0.0002767230574637791
irradiat,0.003038938071379693
age,0.007946766281363104
tumor-size,0.01750168073211511
inv-nodes,0.028764401652652306
deg-malig,0.03483678153049319
node-caps,0.04737799468242654
