feature,mean_importance
irradiat,-0.0014196028289585438
tumor-size,0.004054631059432734
breast-quad,0.008299598380825923
age,0.017702976281529125
menopause,0.020438245582620085
breast,0.02665865651146282
node-caps,0.028678741350392323
inv-nodes,0.035405167144995975
deg-malig,0.04212676652822482
