feature,mean_importance
inv-nodes,-0.002953893724623047
tumor-size,-0.002806665363284577
age,0.0
menopause,0.00023671958345130583
irradiat,0.0004643866874663782
breast,0.0011963367009171443
breast-quad,0.0020603379344140025
node-caps,0.012650027301922395
deg-malig,0.019759555216051772
