feature,mean_importance
breast,-0.002552252155305612
tumor-size,-0.0021551063317908127
node-caps,0.0
breast-quad,0.0
irradiat,0.0
menopause,0.0016977078069181583
age,0.01791017665793839
deg-malig,0.03870466502036278
inv-nodes,0.043494779289886674
