feature,mean_importance
menopause,-0.010256125371631808
node-caps,0.0
deg-malig,0.0
irradiat,0.0
breast-quad,8.700246232613562e-05
breast,0.008214820566662073
tumor-size,0.011709706212159521
age,0.03567294282725828
inv-nodes,0.08592511542353701
