Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0334748388593378,0.0181466955754055,0.0401113981258828,0.0357433763572627,-0.002199535546609,1
0.0069867080302609,0.0299562408093287,0.0343732932454606,0.0098782561005712,0.0272215695309428,0
-0.0357594663947418,0.0387750021602106,0.021429318785759,0.0470700452891325,0.0205386694408121,2
0.0091804767686747,0.0237983104661557,-0.0164403398824789,0.0060949878161008,0.005431093868957,1
1.3513887812188764e-05,0.0107300562139287,0.0038480022573918,0.01077628030121,-0.0005390450459658,2
-0.0010173215286008,-0.0077483811941732,0.0320417689364887,-3.984252012096956e-05,-0.0022722233796055,5
0.0015603990988382,0.0060064413919596,0.0070623333346826,-0.0006476165889517,0.0054075937908064,2
-0.0139684296407074,0.0012639914119049,0.0084132172932611,0.0103117667247737,0.0123625047342567,2
-0.0170606664214417,0.0108467144182593,-0.0068156048648638,0.0118339722559005,0.0090904185757214,2
0.0,0.0,0.0,0.0,0.0,5
-0.0089327442929288,0.0118345436254172,-0.003198281717942,-0.014620658543128,-0.003562518536225,4
0.0014673211465497,-0.0120692212616211,-0.0331167317095032,-0.0008455418541749,0.0043437836691398,3
