feature,mean_importance
breast-quad,-0.01462065854312804
menopause,-0.0008455418541749582
breast,-0.0006476165889517605
random_feature,-3.984252012096956e-05
Cluster,0.0
age,0.006094987816100827
deg-malig,0.009878256100571248
tumor-size,0.010311766724773786
node-caps,0.010776280301210073
irradiat,0.011833972255900549
Dist_Cluster_0,0.0357433763572627
inv-nodes,0.0470700452891325
