feature,weight
intercept,-1.0887646305705676
age,-0.05833502753525577
menopause,0.10991709985656326
tumor-size,0.2292966468365071
inv-nodes,0.3432867943800263
node-caps,0.32500715999211643
deg-malig,0.3232417498295723
breast,-0.10913197715819777
breast-quad,0.14144470042200366
irradiat,0.17181928010816983
Dist_Cluster_0,0.47451744707761406
Cluster,0.0
random_feature,0.027411315633693863
