feature,mean_importance
menopause,-0.012069221261621188
random_feature,-0.007748381194173215
Cluster,0.0
tumor-size,0.0012639914119049855
breast,0.006006441391959672
node-caps,0.010730056213928751
irradiat,0.01084671441825934
breast-quad,0.011834543625417204
Dist_Cluster_0,0.018146695575405512
age,0.023798310466155714
deg-malig,0.029956240809328783
inv-nodes,0.038775002160210625
