feature,weight
intercept,-1.071740736511074
age,-0.21345693700933752
menopause,-0.02316720915532181
tumor-size,0.2353487734182436
inv-nodes,0.19060357862638372
node-caps,0.28868343531320706
deg-malig,0.463797475391857
breast,0.04067808433342256
breast-quad,-0.12592542038125334
irradiat,0.08456374103122123
Dist_Cluster_0,0.3740065816880424
Cluster,0.0
random_feature,-0.01814716260565013
