feature,weight
intercept,-1.1124718285303807
age,-0.1610682333809669
menopause,0.037801526107988835
tumor-size,0.31101320493770945
inv-nodes,0.5770032475745652
node-caps,0.06756829670509142
deg-malig,0.3334625948055021
breast,-0.18099283893966392
breast-quad,0.1519180945981528
irradiat,0.21555030492088456
Dist_Cluster_0,0.40313894221809604
Cluster,0.0
random_feature,-0.08280479831460985
