feature,mean_importance
irradiat,-0.014624166958895391
menopause,-0.0006584905793876273
breast,-0.0006097263319107427
inv-nodes,-0.00042403553307801545
breast-quad,0.0009450205713412485
age,0.009859959737923063
deg-malig,0.01871870709831134
node-caps,0.032602654835689006
tumor-size,0.04130114717320099
