feature,mean_importance
age,-0.02356119901235367
menopause,-0.01158651668687909
breast,-0.0031812177499386694
breast-quad,-0.00030116466472889235
tumor-size,0.0011756243396771505
inv-nodes,0.004534319983532131
irradiat,0.011422950351408523
deg-malig,0.04147924125587303
node-caps,0.07047146427716491
