feature,mean_importance
menopause,-0.05353169884530686
node-caps,-0.027680957392942695
tumor-size,-0.021591958876499073
breast-quad,-0.01899527434069741
age,-0.008874002972987637
breast,-0.006493391409308158
irradiat,0.0009644900923430732
inv-nodes,0.01778023083322784
deg-malig,0.04222030576185358
