feature,mean_importance
irradiat,-0.004237367011474325
breast,-0.002490245678870995
breast-quad,-0.0022321660755744823
menopause,0.0
tumor-size,0.012582427238762683
age,0.01270738425611646
node-caps,0.01472028992880603
deg-malig,0.01976028387113211
inv-nodes,0.024975468523149868
